160-62696045,FUK,HKG, Delivered, 02 Jul
160-62696034,FUK,HKG, Delivered, 30 Jul
160-62696023,FUK,HKG, Delivered, 23 Jul
160-62696012,FUK,HKG, Delivered, 16 Jul
160-62696001,FUK,HKG, Delivered, 09 Jul
160-62695990,FUK,HKG, Delivered, 02 Jul
160-62695986,FUK,HKG, Delivered, 29 Jul
160-62695975,FUK,HKG, Delivered, 22 Jul
160-62695964,FUK,HKG, Delivered, 16 Jul
160-62695953,FUK,HKG, Delivered, 08 Jul
160-62695942,FUK,HKG, Delivered, 01 Jul
160-62695931,FUK,HKG, Delivered, 27 Jul
160-62695920,FUK,HKG, Delivered, 20 Jul
160-62695916,FUK,HKG, Delivered, 13 Jul
160-62695905,FUK,HKG, Delivered, 06 Jul
160-62695894,FUK,HKG, Delivered, 29 Jul
160-62695883,FUK,HKG, Delivered, 27 Jul
160-62695872,FUK,HKG, Delivered, 20 Jul
160-62695861,FUK,HKG, Delivered, 15 Jul
160-62695850,FUK,HKG, Delivered, 13 Jul
160-62695802,FUK,HKG, Delivered, 08 Jul
160-62695765,FUK,HKG, Delivered, 05 Aug
160-62695743,FUK,HKG, Delivered, 27 Jul
160-62695732,FUK,HKG, Delivered, 23 Jul
160-62695706,FUK,HKG, Delivered, 15 Jul
160-62695684,FUK,HKG, Delivered, 03 Jul
160-62567923,CTU,JFK, Freight accepted at airport,CX987 07 Aug
160-62567886,CTU,LAX, Freight accepted at airport,CX2061 05 Aug
160-62567466,CTU,LAX, Freight accepted at airport,CX987 06 Aug
160-62567444,CTU,LAX, Freight accepted at airport,CX987 06 Aug
160-62567422,CTU,JFK, Freight accepted at airport,CX987 07 Aug
160-62567396,CTU,LAX, Freight accepted at airport,CX987 06 Aug
160-62567385,CTU,LAX, Freight accepted at airport,CX2061 05 Aug
160-62567352,CTU,JFK, Freight accepted at airport,CX987 07 Aug
160-62567341,CTU,JFK, Freight accepted at airport,CX987 07 Aug
160-62567304,CTU,JFK, Freight accepted at airport,CX987 07 Aug
160-62567260,CTU,LAX, Freight accepted at airport,CX2061 05 Aug
160-62567256,CTU,LAX, Freight accepted at airport,CX3280 07 Aug
160-62567223,CTU,LAX, Freight accepted at airport,CX2061 05 Aug
160-62567190,CTU,LAX, Freight accepted at airport,CX3280 07 Aug
160-62565311,CTU,JFK, Freight accepted at airport,CX846 11 Jul
160-62564806,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564762,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564751,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564725,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564714,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564703,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564670,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564644,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564633,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564622,CTU,JFK, Freight accepted at airport,CX094 09 Jul
160-62564272,CTU,LAX, Freight accepted at airport,CX3280 07 Aug
160-62564154,CTU,LAX, Freight accepted at airport,CX3280 07 Aug
160-62563804,CTU,JFK, Freight accepted at airport,CX3298 08 Jul
160-62563060,CEB,HKG, Delivered, 04 Jul
160-62563056,CEB,HKG, Delivered, 02 Jul
160-62563045,CEB,HKG, Airline Received,CX926 30 Jun
160-62559545,AKL,HKG, Delivered, 05 Aug
160-62559523,AKL,HKG, Delivered, 06 Aug
160-62559512,AKL,HKG, Delivered, 04 Aug
160-62559501,AKL,HKG, Delivered, 02 Aug
160-62559486,AKL,HKG, Delivered, 31 Jul
160-62559475,AKL,HKG, Delivered, 31 Jul
160-62559453,AKL,HKG, Delivered, 30 Jul
160-62559431,AKL,HKG, Delivered, 23 Jul
160-62559420,AKL,HKG, Delivered, 17 Jul
160-62559416,AKL,HKG, Delivered, 16 Jul
160-62559383,AKL,HKG, Delivered, 14 Jul
160-62559372,AKL,HKG, Delivered, 19 Jul
160-62559361,AKL,HKG, Delivered, 15 Jul
160-62559350,AKL,HKG, Delivered, 14 Jul
160-62559346,AKL,HKG, Delivered, 28 Jul
160-62559335,AKL,HKG, Delivered, 12 Jul
160-62559313,AKL,HKG, Delivered, 10 Jul
160-62559302,AKL,HKG, Delivered, 10 Jul
160-62557865,PVG,JFK, Freight accepted at airport,CX367 07 Aug
160-62557854,PVG,JFK, Freight accepted at airport,CX367 07 Aug
160-62555135,ORD,HKG, Delivered, 04 Aug
160-62555124,ORD,HKG, Delivered, 03 Aug
160-62551484,ORD,HKG, Delivered, 14 Jul
160-62550994,ORD,HKG, Delivered, 02 Aug
160-62550913,ORD,HKG, Delivered, 21 Jul
160-62550876,ORD,HKG, Delivered, 14 Jul
160-62550865,ORD,HKG, Delivered, 13 Jul
160-62550854,ORD,HKG, Delivered, 13 Jul
160-62550832,ORD,HKG, Delivered, 12 Jul
160-62550821,ORD,HKG, Delivered, 07 Jul
160-62550810,ORD,HKG, Delivered, 07 Jul
160-62550784,ORD,HKG, Delivered, 02 Jul
160-62549266,BKK,HKG, Manifest received,CX654 31 Jul
160-62549255,BKK,HKG, Manifest received,CX704 30 Jul
160-62549233,BKK,HKG, Manifest received,CX704 28 Jul
160-62549211,BKK,HKG, Manifest received,CX654 25 Jul
160-62549200,BKK,HKG, Manifest received,CX654 24 Jul
160-62549196,BKK,HKG, Manifest received,CX654 23 Jul
160-62549185,BKK,HKG, Manifest received,CX654 22 Jul
160-62549174,BKK,HKG, Manifest received,CX654 21 Jul
160-62549163,BKK,HKG, Manifest received,CX654 20 Jul
160-62548990,BKK,HKG, Manifest received,CX654 18 Jul
160-62548850,BKK,HKG, Manifest received,CX654 15 Jul
160-62548662,BKK,HKG, Manifest received,CX704 14 Jul
160-62548636,BKK,HKG, Delivered, 14 Jul
160-62548603,BKK,HKG, Manifest received,CX654 11 Jul
160-62547984,AMS,HKG, Delivered, 07 Aug
160-62547973,AMS,HKG, Delivered, 16 Jul
160-62547240,BOM,HKG, Delivered, 02 Jul
160-62546960,BOM,HKG, Delivered, 12 Jul
160-62546514,LHR,HKG, Manifest received,CX252 03 Aug
160-62546503,LHR,HKG, Manifest received,CX252 03 Aug
160-62546492,LHR,HKG, Manifest received,CX252 01 Aug
160-62546481,LHR,HKG, Manifest received,CX252 10 Jul
160-62546433,LYS,HKG, Freight on hand, 23 Jul
160-62546422,LYS,HKG, Freight on hand, 21 Jul
160-62546396,BOD,HKG, Freight on hand, 05 Jul
160-62546094,MNL,HKG, Delivered, 12 Jul
160-62546083,MNL,HKG, Departed,CX906 10 Jul
160-62544985,BLR,HKG, Delivered, 23 Jul
160-62544042,MAA,HKG, Delivered, 06 Aug
160-62544031,MAA,HKG, Delivered, 02 Aug
160-62544020,MAA,MIA, Delivered, 07 Aug
160-62543913,MAA,ATL, Freight accepted at airport,CX3272 07 Aug
160-62543670,MAA,HKG, Delivered, 26 Jul
160-62543515,MAA,HKG, Delivered, 19 Jul
160-62543493,MAA,HKG, Delivered, 16 Jul
160-62543445,MAA,HKG, Delivered, 09 Jul
160-62543390,MAA,HKG, Delivered, 12 Jul
160-62543375,MAA,HKG, Delivered, 14 Jul
160-62541942,ICN,HKG, Freight accepted at airport,CX419 07 Aug
160-62541931,ICN,HKG, Delivered, 28 Jul
160-62540612,DXB,CKG, Departed,CX746 06 Aug
160-62540446,CAN,DXB, Freight accepted at airport,CX983 06 Aug
160-62540435,CAN,HKG, Freight accepted at airport,CX983 01 Aug
160-62539050,PEK,HKG, Freight accepted at airport,CX391 07 Aug
160-62539046,PEK,HKG, Delivered, 06 Aug
160-62539024,PEK,BLR, Freight accepted at airport,CX2623 07 Aug
160-62539013,PEK,HKG, Arrived,CX391 05 Aug
160-62539002,PEK,HKG, Delivered, 05 Aug
160-62538991,PEK,HKG, Delivered, 04 Aug
160-62538976,PEK,HKG, Delivered, 02 Aug
160-62538965,PEK,HKG, Delivered, 02 Aug
160-62538954,PEK,HKG, Delivered, 01 Aug
160-62538943,PEK,HKG, Delivered, 04 Aug
160-62538932,PEK,HKG, Delivered, 31 Jul
160-62538921,PEK,HKG, Delivered, 30 Jul
160-62538906,PEK,HKG, Delivered, 29 Jul
160-62538895,PEK,HKG, Delivered, 28 Jul
160-62538873,PEK,HKG, Delivered, 28 Jul
160-62538862,PEK,HKG, Delivered, 30 Jul
160-62538851,PEK,HKG, Delivered, 25 Jul
160-62538840,PEK,HKG, Delivered, 26 Jul
160-62538836,PEK,HKG, Delivered, 26 Jul
160-62538825,PEK,HKG, Delivered, 25 Jul
160-62538814,PEK,HKG, Delivered, 24 Jul
160-62538803,PEK,HKG, Freight accepted at airport,CX391 22 Jul
160-62538792,PEK,HKG, Delivered, 24 Jul
160-62538781,PEK,HKG, Delivered, 23 Jul
160-62538770,PEK,HKG, Delivered, 22 Jul
160-62538766,PEK,HKG, Delivered, 20 Jul
160-62538755,PEK,HKG, Delivered, 20 Jul
160-62538744,PEK,HKG, Delivered, 18 Jul
160-62538733,PEK,HKG, Delivered, 18 Jul
160-62538722,PEK,HKG, Delivered, 16 Jul
160-62538711,PEK,HKG, Delivered, 14 Jul
160-62538700,PEK,HKG, Delivered, 16 Jul
160-62538696,PEK,HKG, Delivered, 14 Jul
160-62538685,PEK,HKG, Delivered, 14 Jul
160-62538674,PEK,HKG, Delivered, 12 Jul
160-62538663,PEK,HKG, Delivered, 11 Jul
160-62538641,PEK,HKG, Delivered, 11 Jul
160-62538630,PEK,HKG, Delivered, 10 Jul
160-62538626,PEK,HKG, Delivered, 09 Jul
160-62538615,PEK,HKG, Delivered, 08 Jul
160-62538604,PEK,HKG, Delivered, 08 Jul
160-62538593,PEK,HKG, Delivered, 10 Jul
160-62538582,PEK,HKG, Delivered, 05 Jul
160-62538571,PEK,HKG, Delivered, 07 Jul
160-62538560,PEK,HKG, Delivered, 07 Jul
160-62538556,PEK,HKG, Delivered, 04 Jul
160-62538545,PEK,HKG, Delivered, 02 Jul
160-62536412,PEN,HKG, Delivered, 06 Aug
160-62536375,PEN,HKG, Arrived,LD392 03 Aug
160-62536364,PEN,HKG, Delivered, 04 Aug
160-62536331,PEN,HKG, Delivered, 31 Jul
160-62536320,PEN,HKG, Delivered, 30 Jul
160-62536294,PEN,HKG, Delivered, 27 Jul
160-62536261,PEN,HKG, Delivered, 24 Jul
160-62536213,PEN,HKG, Delivered, 21 Jul
160-62536202,PEN,HKG, Delivered, 19 Jul
160-62536191,PEN,HKG, Delivered, 19 Jul
160-62536165,PEN,HKG, Delivered, 16 Jul
160-62536132,PEN,HKG, Delivered, 14 Jul
160-62536121,PEN,HKG, Delivered, 12 Jul
160-62536110,PEN,HKG, Freight accepted at airport,CX724 11 Jul
160-62536106,PEN,HKG, Delivered, 09 Jul
160-62536095,PEN,HKG, Delivered, 09 Jul
160-62536062,PEN,HKG, Delivered, 07 Jul
160-62536051,PEN,HKG, Delivered, 07 Jul
160-62536040,PEN,HKG, Manifest received,XH7134 03 Jul
160-62536036,PEN,HKG, Freight accepted at airport,LD8572 04 Jul
160-62536025,PEN,HKG, Delivered, 07 Jul
160-62536014,PEN,HKG, Delivered, 05 Jul
160-62536003,PEN,HKG, Delivered, 03 Jul
160-62535841,PEN,HKG, Delivered, 04 Aug
160-62535804,PEN,HKG, Delivered, 07 Aug
160-62535782,PEN,HKG, Delivered, 04 Aug
160-62535760,PEN,HKG, Delivered, 26 Jul
160-62535745,PEN,HKG, Delivered, 31 Jul
160-62535723,PEN,HKG, Delivered, 28 Jul
160-62535686,PEN,HKG, Delivered, 24 Jul
160-62535653,PEN,HKG, Delivered, 16 Jul
160-62535642,PEN,HKG, Delivered, 12 Jul
160-62535594,PEN,HKG, Delivered, 16 Jul
160-62535583,PEN,HKG, Delivered, 14 Jul
160-62535550,PEN,HKG, Delivered, 09 Jul
160-62535340,JFK,HKG, Delivered, 02 Aug
160-62535325,JFK,HKG, Delivered, 02 Jul
160-62533730,SAL,MEL, Freight on hand, 01 Aug
160-62533612,SAL,HKG, Delivered, 06 Aug
160-62533601,SAL,HKG, Delivered, 04 Aug
160-62533590,SAL,HKG, Freight on hand, 01 Aug
160-62533586,SAL,HKG, Freight on hand, 01 Aug
160-62533564,SAL,HKG, Freight on hand, 01 Aug
160-62533553,SAL,HKG, Freight on hand, 01 Aug
160-62533542,SAL,HKG, Freight on hand, 01 Aug
160-62533531,SAL,HKG, Freight on hand, 01 Aug
160-62533520,SAL,HKG, Freight on hand, 01 Aug
160-62533516,SAL,HKG, Freight on hand, 01 Aug
160-62533494,SAL,HKG, Freight on hand, 01 Aug
160-62533483,SAL,HKG, Freight on hand, 01 Aug
160-62533472,SAL,HKG, Freight on hand, 01 Aug
160-62533461,SAL,HKG, Freight on hand, 01 Aug
160-62533450,SAL,HKG, Delivered, 02 Aug
160-62533446,SAL,HKG, Delivered, 02 Aug
160-62533424,SAL,HKG, Delivered, 02 Aug
160-62533413,SAL,HKG, Delivered, 02 Aug
160-62533402,SAL,HKG, Delivered, 02 Aug
160-62533391,SAL,HKG, Delivered, 02 Aug
160-62533376,SAL,HKG, Delivered, 02 Aug
160-62533365,SAL,HKG, Delivered, 02 Aug
160-62533295,PTY,HKG, Freight on hand, 30 Jul
160-62533284,PTY,HKG, Freight on hand, 24 Jul
160-62533273,PTY,HKG, Freight on hand, 24 Jul
160-62533262,PTY,HKG, Freight on hand, 24 Jul
160-62533240,PTY,HKG, Freight on hand, 13 Jul
160-62533225,PTY,HKG, Delivered, 27 Jul
160-62533214,PTY,HKG, Delivered, 13 Jul
160-62533203,SAL,HKG, Delivered, 02 Aug
160-62533192,SAL,HKG, Delivered, 02 Aug
160-62533181,SAL,HKG, Delivered, 02 Aug
160-62533166,SAL,HKG, Delivered, 02 Aug
160-62533155,SAL,HKG, Delivered, 28 Jul
160-62533144,SAL,HKG, Delivered, 03 Aug
160-62533133,SAL,HKG, Delivered, 07 Aug
160-62533122,SAL,HKG, Freight on hand, 25 Jul
160-62533111,SAL,HKG, Delivered, 28 Jul
160-62533096,SAL,HKG, Delivered, 28 Jul
160-62533085,SAL,HKG, Delivered, 02 Aug
160-62533063,SAL,HKG, Delivered, 28 Jul
160-62533052,SAL,HKG, Delivered, 28 Jul
160-62533041,SAL,HKG, Delivered, 28 Jul
160-62533030,SAL,SIN, Freight accepted at airport,CX3273 27 Jul
160-62533026,SAL,HKG, Delivered, 28 Jul
160-62532945,SAL,HKG, Delivered, 28 Jul
160-62532842,SAL,HKG, Delivered, 28 Jul
160-62532794,SAL,HKG, Delivered, 28 Jul
160-62532643,SAL,HKG, Delivered, 26 Jul
160-62532503,SAL,HKG, Delivered, 26 Jul
160-62532481,SAL,HKG, Delivered, 26 Jul
160-62532466,SAL,HKG, Delivered, 26 Jul
160-62532455,SAL,HKG, Delivered, 26 Jul
160-62532444,SAL,HKG, Delivered, 26 Jul
160-62532400,SAL,HKG, Delivered, 26 Jul
160-62532385,SAL,HKG, Delivered, 26 Jul
160-62532374,SAL,HKG, Delivered, 26 Jul
160-62532363,SAL,HKG, Delivered, 26 Jul
160-62532352,SAL,HKG, Delivered, 26 Jul
160-62532341,SAL,HKG, Delivered, 26 Jul
160-62532330,SAL,HKG, Delivered, 23 Jul
160-62532326,SAL,HKG, Delivered, 21 Jul
160-62532315,SAL,HKG, Delivered, 20 Jul
160-62532304,SAL,HKG, Delivered, 19 Jul
160-62532293,SAL,HKG, Delivered, 20 Jul
160-62532282,SAL,HKG, Delivered, 19 Jul
160-62532271,SAL,HKG, Delivered, 19 Jul
160-62532260,SAL,HKG, Delivered, 23 Jul
160-62532256,SAL,HKG, Freight on hand, 14 Jul
160-62532245,SAL,HKG, Delivered, 17 Jul
160-62532234,SAL,HKG, Delivered, 14 Jul
160-62532223,SAL,HKG, Delivered, 14 Jul
160-62532212,SAL,HKG, Freight on hand, 11 Jul
160-62532201,SAL,HKG, Delivered, 14 Jul
160-62532164,SJO,PEN, Freight on hand, 04 Aug
160-62532153,SJO,PEN, Freight on hand, 04 Aug
160-62532142,SJO,HKG, Delivered, 06 Aug
160-62532120,SJO,HKG, Delivered, 01 Aug
160-62532083,SJO,PEN, Freight on hand, 04 Aug
160-62532013,SJO,HKG, Delivered, 06 Aug
160-62531954,SJO,HKG, Freight on hand, 31 Jul
160-62531932,SJO,HKG, Delivered, 02 Aug
160-62531593,SJO,HKG, Delivered, 19 Jul
160-62531582,SJO,HKG, Delivered, 16 Jul
160-62531560,SJO,HKG, Delivered, 06 Jul
160-62531405,SJO,HKG, Freight on hand, 15 Jul
160-62531383,SJO,HKG, Delivered, 27 Jul
160-62531346,SJO,HKG, Delivered, 27 Jul
160-62531335,SJO,HKG, Freight on hand, 21 Jul
160-62531313,SJO,HKG, Freight on hand, 21 Jul
160-62531210,SJO,HKG, Delivered, 17 Jul
160-62531184,SJO,HKG, Delivered, 31 Jul
160-62531140,SJO,HKG, Delivered, 12 Jul
160-62531125,SJO,HKG, Delivered, 30 Jul
160-62531066,SJO,HKG, Delivered, 07 Aug
160-62531055,SJO,HKG, Delivered, 02 Aug
160-62531011,SJO,HKG, Delivered, 30 Jul
160-62530974,SJO,HKG, Delivered, 24 Jul
160-62530963,SJO,HKG, Delivered, 20 Jul
160-62530941,SJO,HKG, Delivered, 23 Jul
160-62530915,SJO,HKG, Delivered, 12 Jul
160-62530904,SJO,HKG, Delivered, 10 Jul
160-62530845,PTY,HKG, Delivered, 12 Jul
160-62530823,PTY,HKG, Delivered, 12 Jul
160-62530812,PTY,HKG, Freight on hand, 09 Jul
160-62530801,PTY,HKG, Freight on hand, 07 Jul
160-62530786,PTY,HKG, Delivered, 05 Jul
160-62530521,SJO,HKG, Delivered, 13 Jul
160-62530414,SJO,HKG, Delivered, 06 Jul
160-62530311,SJO,HKG, Delivered, 03 Jul
160-62530134,SJO,HKG, Delivered, 02 Jul
160-62530123,SJO,HKG, Delivered, 30 Jul
160-62530101,SJO,HKG, Delivered, 02 Jul
160-62529913,SJO,HKG, Delivered, 26 Jul
160-62529692,SAL,HKG, Delivered, 14 Jul
160-62529681,SAL,HKG, Delivered, 13 Jul
160-62529670,SAL,HKG, Delivered, 13 Jul
160-62529666,SAL,HKG, Delivered, 10 Jul
160-62529655,SAL,HKG, Delivered, 12 Jul
160-62529644,SAL,HKG, Delivered, 10 Jul
160-62529633,SAL,HKG, Delivered, 10 Jul
160-62529622,SAL,HKG, Delivered, 09 Jul
160-62529611,SAL,HKG, Delivered, 09 Jul
160-62529600,SAL,HKG, Delivered, 09 Jul
160-62529596,SAL,HKG, Delivered, 10 Jul
160-62529585,SAL,HKG, Delivered, 09 Jul
160-62529563,SAL,HKG, Delivered, 10 Jul
160-62529552,SAL,HKG, Delivered, 10 Jul
160-62529541,SAL,HKG, Delivered, 09 Jul
160-62529530,SAL,HKG, Delivered, 10 Jul
160-62529526,SAL,HKG, Delivered, 09 Jul
160-62529504,SAL,HKG, Freight accepted at airport,CX093 09 Jul
160-62529493,SAL,HKG, Delivered, 09 Jul
160-62529482,SAL,HKG, Delivered, 10 Jul
160-62529471,SAL,HKG, Delivered, 10 Jul
160-62529460,SAL,HKG, Delivered, 10 Jul
160-62529445,SAL,HKG, Delivered, 07 Jul
160-62529434,SAL,HKG, Delivered, 05 Jul
160-62529423,SAL,HKG, Delivered, 05 Jul
160-62529412,SAL,HKG, Delivered, 03 Jul
160-62529390,SAL,HKG, Delivered, 03 Jul
160-62529386,SAL,HKG, Delivered, 03 Jul
160-62529375,SAL,HKG, Delivered, 03 Jul
160-62529364,SAL,HKG, Delivered, 03 Jul
160-62529353,SAL,HKG, Delivered, 03 Jul
160-62529331,SAL,HKG, Delivered, 03 Jul
160-62529320,SAL,HKG, Delivered, 03 Jul
160-62529316,SAL,HKG, Delivered, 03 Jul
160-62529305,SAL,HKG, Delivered, 03 Jul
160-62529294,SAL,HKG, Delivered, 03 Jul
160-62529283,SAL,HKG, Delivered, 02 Jul
160-62529272,SAL,HKG, Delivered, 02 Jul
160-62529250,SAL,HKG, Delivered, 03 Jul
160-62529235,SAL,XMN, Freight accepted at airport,CX3238 08 Aug
160-62529224,SAL,HKG, Delivered, 06 Aug
160-62529202,SAL,HKG, Delivered, 03 Jul
160-62529191,SAL,HKG, Delivered, 02 Jul
160-62529180,SAL,HKG, Delivered, 03 Jul
160-62529176,SAL,HKG, Delivered, 02 Jul
160-62529154,SAL,HKG, Freight accepted at airport,CX2087 22 Jul
160-62529143,SAL,HKG, Delivered, 02 Jul
160-62529132,SAL,HKG, Delivered, 02 Jul
160-62529121,SAL,HKG, Delivered, 02 Jul
160-62529110,SAL,HKG, Delivered, 02 Jul
160-62527360,PDX,CGK, Freight accepted at airport,CX797 08 Aug
160-62527220,PDX,CGK, Manifest received,CX083 05 Aug
160-62527216,PDX,CGK, Manifest received,CX083 05 Aug
160-62527205,PDX,CGK, Manifest received,CX083 05 Aug
160-62524335,PDX,HKG, Delivered, 07 Aug
160-62524324,PDX,FOC, Freight accepted at airport,CX990 07 Aug
160-62524302,PDX,HKG, Delivered, 05 Aug
160-62524291,PDX,FOC, Freight accepted at airport,CX990 07 Aug
160-62524276,PDX,FOC, Freight accepted at airport,CX083 02 Aug
160-62524254,PDX,HKG, Delivered, 03 Aug
160-62524221,PDX,HKG, Delivered, 12 Jul
160-62524195,PDX,HKG, Delivered, 08 Jul
160-62524140,PDX,HKG, Delivered, 08 Jul
160-62522784,PDX,NRT, Freight accepted at airport,CX083 07 Aug
160-62522596,JFK,HKG, Delivered, 24 Jul
160-62522294,ORD,HKG, Freight accepted at airport,CX091 06 Aug
160-62522283,DFW,HKG, Delivered, 06 Aug
160-62522272,MIA,SIN, Freight on hand,CX2087 03 Aug
160-62522261,JFK,HKG, Delivered, 03 Aug
160-62522250,ORD,HKG, Delivered, 07 Aug
160-62522246,LAX,HKG, Delivered, 06 Aug
160-62522213,LAX,HKG, Delivered, 05 Aug
160-62522051,LAX,HKG, Manifest received,CX083 08 Jul
160-62521955,LAX,HKG, Manifest received,CX091 02 Jul
160-62521933,LAX,HKG, Delivered, 10 Jul
160-62521712,LAX,HKG, Manifest received,CX083 08 Jul
160-62521012,BOM,PVG, Freight accepted at airport,CX040 05 Aug
160-62520511,BOM,HAN, Freight accepted at airport,CX2743 07 Aug
160-62520264,BOM,LHR, Manifest received,CX040 30 Jun
160-62519251,TPE,DEL, Freight accepted at airport,CX041 07 Aug
160-62519181,TPE,DEL, Freight accepted at airport,CX041 07 Aug
160-62518783,BCN,HKG, Freight accepted at airport,CX038 07 Aug
160-62518540,BLR,HKG, Delivered, 18 Jul
160-62518514,BLR,HKG, Delivered, 29 Jul
160-62518481,BLR,HKG, Delivered, 17 Jul
160-62518422,BLR,HKG, Freight on hand, 13 Jul
160-62518315,BLR,HKG, Delivered, 08 Jul
160-62518256,BLR,HKG, Delivered, 09 Jul
160-62518212,BLR,HKG, Delivered, 06 Jul
160-62516370,HKG,LHR, Freight accepted at airport,CX3165 27 Jul
160-62516311,HKG,LHR, Delivered, 19 Jul
160-62516300,HKG,LHR, Delivered, 19 Jul
160-62516296,HKG,LHR, Delivered, 19 Jul
160-62516285,HKG,LHR, Delivered, 19 Jul
160-62516274,HKG,LHR, Delivered, 17 Jul
160-62516252,HKG,LHR, Delivered, 20 Jul
160-62516204,HKG,LHR, Delivered, 13 Jul
160-62515950,HKG,LHR, Delivered, 13 Jul
160-62515946,HKG,LHR, Delivered, 14 Jul
160-62515935,HKG,LHR, Freight accepted at airport,CX3107 13 Jul
160-62515924,HKG,LHR, Delivered, 13 Jul
160-62515876,HKG,LHR, Delivered, 13 Jul
160-62515865,HKG,LHR, Delivered, 10 Jul
160-62515062,HKG,LHR, Delivered, 14 Jul
160-62515003,HKG,LHR, Delivered, 10 Jul
160-62514944,HKG,LHR, Arrived,XH3565 09 Jul
160-62514185,HKG,LHR, Delivered, 19 Jul
160-62511514,KTM,ATL, Freight accepted at airport,CX2640 07 Aug
160-62511503,KTM,LAX, Freight accepted at airport,CX2640 07 Aug
160-62511470,KTM,JFK, Freight accepted at airport,CX2640 07 Aug
160-62509845,SIN,CKG, Freight accepted at airport,CX690 05 Aug
160-62508294,CGK,HKG, Delivered, 23 Jul
160-62508283,CGK,HKG, Freight on hand,CX798 22 Jul
160-62508272,CGK,HKG, Freight on hand,CX798 22 Jul
160-62508250,CGK,HKG, Delivered, 21 Jul
160-62508246,CGK,HKG, Freight on hand,CX798 20 Jul
160-62508235,CGK,HKG, Freight on hand,CX798 20 Jul
160-62508213,CGK,HKG, Delivered, 19 Jul
160-62508202,CGK,HKG, Freight on hand,CX798 17 Jul
160-62508191,CGK,HKG, Freight on hand,CX798 17 Jul
160-62508180,CGK,HKG, Delivered, 17 Jul
160-62508176,CGK,HKG, Delivered, 17 Jul
160-62508165,CGK,HKG, Freight on hand,CX798 16 Jul
160-62508154,CGK,HKG, Freight on hand,CX798 16 Jul
160-62508143,CGK,HKG, Freight on hand,CX798 15 Jul
160-62508132,CGK,HKG, Freight on hand,CX798 15 Jul
160-62508121,CGK,HKG, Freight on hand,CX798 15 Jul
160-62508110,CGK,HKG, Freight on hand,CX798 15 Jul
160-62508095,CGK,HKG, Delivered, 15 Jul
160-62508084,CGK,HKG, Freight on hand,CX798 13 Jul
160-62508073,CGK,HKG, Freight on hand,CX798 13 Jul
160-62508051,CGK,HKG, Freight accepted at airport,CX798 11 Jul
160-62508040,CGK,HKG, Freight on hand,CX798 10 Jul
160-62508036,CGK,HKG, Freight on hand,CX798 10 Jul
160-62508025,CGK,HKG, Delivered, 10 Jul
160-62508014,CGK,HKG, Freight on hand,CX798 09 Jul
160-62508003,CGK,HKG, Freight on hand,CX798 09 Jul
160-62507992,CGK,HKG, Freight on hand,CX798 09 Jul
160-62507981,CGK,HKG, Freight on hand,CX798 08 Jul
160-62507970,CGK,HKG, Delivered, 09 Jul
160-62507966,CGK,HKG, Freight on hand,CX798 08 Jul
160-62507955,CGK,HKG, Delivered, 09 Jul
160-62507944,CGK,HKG, Delivered, 07 Jul
160-62507933,CGK,HKG, Delivered, 07 Jul
160-62507922,CGK,HKG, Freight on hand,CX798 06 Jul
160-62507911,CGK,HKG, Freight on hand,CX798 06 Jul
160-62507896,CGK,HKG, Freight on hand,CX3242 06 Jul
160-62507885,CGK,HKG, Freight on hand,CX798 03 Jul
160-62507874,CGK,HKG, Freight on hand,CX798 03 Jul
160-62507852,CGK,HKG, Delivered, 03 Jul
160-62507830,CGK,HKG, Freight on hand,CX798 02 Jul
160-62507826,CGK,HKG, Freight on hand,CX798 02 Jul
160-62507815,CGK,HKG, Delivered, 02 Jul
160-62507804,CGK,HKG, Delivered, 02 Jul
160-62507793,CGK,HKG, Freight on hand,CX798 01 Jul
160-62507782,CGK,HKG, Freight on hand,CX798 01 Jul
160-62506614,TPE,DEL, Freight accepted at airport,CX005 07 Aug
160-62506581,TPE,MAA, Freight accepted at airport,CX005 07 Aug
160-62506474,TPE,HKG, Delivered, 07 Aug
160-62506463,TPE,HKG, Delivered, 06 Aug
160-62506441,TPE,HKG, Delivered, 05 Aug
160-62506430,TPE,HKG, Delivered, 04 Aug
160-62506426,TPE,HKG, Delivered, 03 Aug
160-62506415,TPE,HKG, Delivered, 31 Jul
160-62506404,TPE,HKG, Freight on hand,CX473 29 Jul
160-62506393,TPE,HKG, Delivered, 29 Jul
160-62506382,TPE,HKG, Delivered, 28 Jul
160-62506371,TPE,HKG, Delivered, 26 Jul
160-62506360,TPE,HKG, Delivered, 26 Jul
160-62506345,TPE,HKG, Delivered, 22 Jul
160-62506334,TPE,HKG, Delivered, 22 Jul
160-62506323,TPE,HKG, Delivered, 21 Jul
160-62506301,TPE,HKG, Freight accepted at airport,CX479 19 Jul
