160-62743715,JFK,HKG, Delivered, 19 Jul
160-62743704,JFK,HKG, Delivered, 14 Jul
160-62743693,JFK,HKG, Delivered, 11 Jul
160-62743682,JFK,HKG, Delivered, 11 Jul
160-62743660,JFK,HKG, Delivered, 11 Jul
160-62743656,JFK,HKG, Delivered, 11 Jul
160-62743645,JFK,HKG, Delivered, 05 Jul
160-62743634,JFK,HKG, Delivered, 05 Jul
160-62743623,JFK,HKG, Delivered, 05 Jul
160-62743601,JFK,HKG, Delivered, 05 Jul
160-62743590,JFK,HKG, Delivered, 02 Jul
160-62743586,JFK,HKG, Delivered, 02 Jul
160-62743575,JFK,HKG, Delivered, 02 Jul
160-62743520,JFK,HKG, Delivered, 11 Jul
160-62743505,JFK,HKG, Delivered, 11 Jul
160-62741501,MIA,SZX, Freight on hand,CX2087 03 Aug
160-62741490,MIA,HKG, Freight on hand,CX3283 30 Jul
160-62741486,MIA,HKG, Freight on hand,CX3273 30 Jul
160-62741453,MIA,HKG, Airline Received,CX093 04 Aug
160-62741431,MIA,SIN, Freight on hand,CX075 29 Jul
160-62741420,MIA,HKG, Freight on hand,CX075 30 Jul
160-62741416,JFK,HKG, Delivered, 31 Jul
160-62741394,MIA,HKG, Freight on hand,CX3283 09 Jul
160-62741383,JFK,HKG, Delivered, 12 Jul
160-62741361,MIA,HKG, Delivered, 06 Jul
160-62740742,MIA,HKG, Airline Received,CX075 04 Aug
160-62740720,MIA,HKG, Freight on hand,CX3283 23 Jul
160-62740716,MIA,HKG, Freight on hand,CX075 21 Jul
160-62740705,MIA,HKG, Freight on hand,CX075 21 Jul
160-62740694,MIA,HKG, Delivered, 02 Jul
160-62740683,MIA,HKG, Delivered, 03 Jul
160-62740672,MIA,HKG, Delivered, 03 Jul
160-62740661,MIA,HKG, Delivered, 03 Jul
160-62740650,MIA,HKG, Delivered, 03 Jul
160-62740425,MNL,HKG, Delivered, 13 Jul
160-62740414,MNL,HKG, Delivered, 11 Jul
160-62740344,MNL,HKG, Delivered, 16 Jul
160-62740333,MNL,HKG, Delivered, 15 Jul
160-62740322,MNL,HKG, Delivered, 14 Jul
160-62740311,MNL,HKG, Delivered, 13 Jul
160-62740300,MNL,HKG, Delivered, 11 Jul
160-62740285,MNL,HKG, Delivered, 14 Jul
160-62740274,MNL,HKG, Delivered, 09 Jul
160-62740263,MNL,HKG, Delivered, 08 Jul
160-62740086,MNL,HKG, Delivered, 04 Jul
160-62740031,MNL,HKG, Delivered, 07 Jul
160-62740020,MNL,HKG, Delivered, 06 Jul
160-62740016,MNL,HKG, Delivered, 05 Jul
160-62740005,MNL,HKG, Delivered, 04 Jul
160-62739994,MNL,HKG, Delivered, 03 Jul
160-62739983,MNL,HKG, Delivered, 02 Jul
160-62739972,MNL,HKG, Delivered, 01 Jul
160-62739655,MNL,HKG, Delivered, 20 Jul
160-62739176,ZRH,HKG, Delivered, 10 Jul
160-62738303,LHR,HKG, Manifest received,CX252 07 Aug
160-62738292,LHR,PEN, Manifest received,CX038 06 Aug
160-62738281,LHR,HKG, Manifest received,CX252 31 Jul
160-62738270,LHR,HKG, Manifest received,CX252 24 Jul
160-62738266,LHR,HKG, Manifest received,CX252 17 Jul
160-62738244,LHR,HKG, Manifest received,CX252 11 Jul
160-62738233,LHR,HKG, Manifest received,CX252 03 Jul
160-62738222,LHR,HKG, Manifest received,CX252 24 Jul
160-62737754,BKK,HKG, Manifest received,CX654 06 Aug
160-62737721,BKK,HKG, Manifest received,CX704 05 Aug
160-62737710,BKK,HKG, Manifest received,CX654 05 Aug
160-62737706,BKK,HKG, Manifest received,CX704 28 Jul
160-62737614,BKK,HKG, Manifest received,CX704 28 Jul
160-62737592,BKK,HKG, Manifest received,CX654 24 Jul
160-62737581,BKK,HKG, Manifest received,CX654 22 Jul
160-62737570,BKK,HKG, Manifest received,CX654 21 Jul
160-62737555,BKK,HKG, Manifest received,CX654 20 Jul
160-62737544,BKK,HKG, Delivered, 18 Jul
160-62737522,BKK,HKG, Manifest received,CX654 16 Jul
160-62737474,BKK,HKG, Manifest received,CX654 24 Jul
160-62737463,BKK,HKG, Delivered, 14 Jul
160-62737430,BKK,HKG, Manifest received,CX654 07 Jul
160-62737415,BKK,HKG, Delivered, 07 Jul
160-62737393,BKK,HKG, Manifest received,CX654 09 Jul
160-62737382,BKK,HKG, Manifest received,CX704 07 Jul
160-62737371,BKK,HKG, Manifest received,CX654 08 Jul
160-62737356,BKK,HKG, Delivered, 14 Jul
160-62737334,BKK,HKG, Manifest received,CX654 04 Jul
160-62737312,BKK,HKG, Manifest received,CX654 05 Jul
160-62737253,BKK,HKG, Delivered, 07 Jul
160-62737231,BKK,HKG, Manifest received,CX654 02 Aug
160-62737220,BKK,HKG, Manifest received,CX654 04 Jul
160-62737205,BKK,HKG, Manifest received,CX654 15 Jul
160-62736973,BKK,HKG, Manifest received,CX654 07 Aug
160-62732003,MAA,HKG, Delivered, 06 Aug
160-62731970,MAA,HKG, Delivered, 05 Aug
160-62731944,MAA,HKG, Delivered, 02 Aug
160-62731911,MAA,HKG, Delivered, 30 Jul
160-62731900,MAA,HKG, Delivered, 02 Aug
160-62731885,MAA,HKG, Delivered, 02 Aug
160-62731874,MAA,HKG, Delivered, 02 Aug
160-62731863,MAA,HKG, Delivered, 30 Jul
160-62731852,MAA,HKG, Delivered, 30 Jul
160-62731830,MAA,HKG, Delivered, 30 Jul
160-62731815,MAA,HKG, Delivered, 28 Jul
160-62731804,MAA,HKG, Delivered, 26 Jul
160-62731793,MAA,HKG, Delivered, 27 Jul
160-62731782,MAA,HKG, Delivered, 26 Jul
160-62731723,MAA,HKG, Delivered, 26 Jul
160-62731712,MAA,HKG, Delivered, 28 Jul
160-62731686,MAA,HKG, Delivered, 21 Jul
160-62731675,MAA,HKG, Delivered, 21 Jul
160-62731653,MAA,HKG, Delivered, 21 Jul
160-62731642,MAA,HKG, Delivered, 21 Jul
160-62731631,MAA,HKG, Delivered, 21 Jul
160-62731616,MAA,HKG, Delivered, 19 Jul
160-62731594,MAA,HKG, Delivered, 21 Jul
160-62731583,MAA,HKG, Delivered, 21 Jul
160-62731572,MAA,HKG, Delivered, 19 Jul
160-62731502,MAA,HKG, Delivered, 19 Jul
160-62731480,MAA,HKG, Delivered, 16 Jul
160-62731476,MAA,HKG, Delivered, 16 Jul
160-62731406,MAA,HKG, Delivered, 15 Jul
160-62731395,MAA,HKG, Delivered, 15 Jul
160-62731384,MAA,HKG, Delivered, 15 Jul
160-62731373,MAA,HKG, Delivered, 15 Jul
160-62731351,MAA,HKG, Delivered, 16 Jul
160-62731336,MAA,HKG, Delivered, 16 Jul
160-62731325,MAA,HKG, Delivered, 15 Jul
160-62731314,MAA,HKG, Delivered, 14 Jul
160-62731303,MAA,HKG, Delivered, 14 Jul
160-62731292,MAA,HKG, Delivered, 13 Jul
160-62731281,MAA,HKG, Delivered, 13 Jul
160-62731270,MAA,HKG, Delivered, 12 Jul
160-62728503,TPE,HKG, Manifest received,CX005 07 Aug
160-62728492,TPE,HKG, Freight accepted at airport,CX005 06 Aug
160-62728481,TPE,HKG, Freight accepted at airport,LD3651 05 Aug
160-62728470,TPE,HKG, Freight accepted at airport,LD3651 04 Aug
160-62728466,TPE,HKG, Delivered, 04 Aug
160-62728293,TPE,LHR, Freight accepted at airport,CX495 07 Aug
160-62728212,TPE,LHR, Delivered, 26 Jul
160-62728120,TPE,HKG, Delivered, 02 Aug
160-62728116,TPE,HKG, Delivered, 02 Aug
160-62728105,TPE,HKG, Delivered, 02 Aug
160-62728094,TPE,HKG, Delivered, 02 Aug
160-62728083,TPE,HKG, Delivered, 02 Aug
160-62727825,TPE,LHR, Delivered, 19 Jul
160-62727814,TPE,HKG, Delivered, 27 Jul
160-62727803,TPE,HKG, Delivered, 27 Jul
160-62727792,TPE,HKG, Manifest received,LD3651 22 Jul
160-62727781,TPE,HKG, Arrived,CX421 21 Jul
160-62727770,TPE,HKG, Delivered, 22 Jul
160-62727700,TPE,HKG, Delivered, 16 Jul
160-62727626,TPE,LHR, Delivered, 15 Jul
160-62727512,TPE,HKG, Delivered, 19 Jul
160-62727501,TPE,HKG, Delivered, 19 Jul
160-62727490,TPE,HKG, Delivered, 19 Jul
160-62727486,TPE,HKG, Delivered, 19 Jul
160-62727475,TPE,HKG, Delivered, 14 Jul
160-62727453,TPE,HKG, Delivered, 24 Jul
160-62727254,TPE,HKG, Delivered, 11 Jul
160-62727243,TPE,HKG, Delivered, 09 Jul
160-62727232,TPE,HKG, Delivered, 11 Jul
160-62727221,TPE,HKG, Delivered, 11 Jul
160-62727210,TPE,HKG, Delivered, 11 Jul
160-62727195,TPE,HKG, Delivered, 03 Jul
160-62727162,TPE,CEB, Freight accepted at airport,CX921 02 Jul
160-62727081,TPE,DXB, Freight accepted at airport,CX005 05 Aug
160-62727066,TPE,LHR, Delivered, 02 Jul
160-62726834,TPE,HKG, Delivered, 05 Jul
160-62726823,TPE,HKG, Manifest received,CX005 02 Jul
160-62726812,TPE,HKG, Delivered, 02 Jul
160-62726801,TPE,HKG, Delivered, 02 Jul
160-62726790,TPE,HKG, Delivered, 02 Jul
160-62726484,TPE,LHR, Freight accepted at airport,CX251 07 Aug
160-62724723,MNL,HKG, Freight accepted at airport,CX918 09 Jul
160-62724550,MNL,HKG, Airline Received,CX906 19 Jun
160-62723183,PEN,HKG, Delivered, 07 Aug
160-62723172,PEN,HKG, Delivered, 07 Aug
160-62723146,PEN,HKG, Delivered, 30 Jul
160-62723135,PEN,HKG, Delivered, 30 Jul
160-62723124,PEN,HKG, Delivered, 31 Jul
160-62723113,PEN,HKG, Delivered, 29 Jul
160-62723102,PEN,HKG, Delivered, 29 Jul
160-62723091,PEN,HKG, Delivered, 29 Jul
160-62723080,PEN,HKG, Delivered, 30 Jul
160-62722995,PEN,HKG, Delivered, 31 Jul
160-62722951,PEN,HKG, Delivered, 04 Aug
160-62722936,PEN,HKG, Delivered, 06 Aug
160-62722925,PEN,HKG, Delivered, 04 Aug
160-62722903,PEN,HKG, Delivered, 04 Aug
160-62722892,PEN,SIN, Freight accepted at airport,CX2074 06 Aug
160-62722881,PEN,HKG, Delivered, 07 Aug
160-62722855,PEN,HKG, Delivered, 05 Aug
160-62722833,PEN,HKG, Delivered, 05 Aug
160-62722811,PEN,HKG, Delivered, 07 Aug
160-62722752,PEN,HKG, Delivered, 28 Jul
160-62722741,PEN,HKG, Delivered, 30 Jul
160-62722730,PEN,HKG, Delivered, 28 Jul
160-62722726,PEN,HKG, Delivered, 22 Jul
160-62722693,PEN,HKG, Delivered, 30 Jul
160-62722682,PEN,HKG, Delivered, 28 Jul
160-62722671,PEN,HKG, Delivered, 02 Aug
160-62722660,PEN,DXB, Freight accepted at airport,CX2074 06 Aug
160-62722656,PEN,HKG, Freight on hand,LD562 30 Jul
160-62722634,PEN,HKG, Delivered, 31 Jul
160-62722601,PEN,HKG, Delivered, 29 Jul
160-62722516,PEN,HKG, Delivered, 16 Jul
160-62722402,PEN,HKG, Delivered, 16 Jul
160-62722391,PEN,HKG, Delivered, 16 Jul
160-62722380,PEN,HKG, Delivered, 16 Jul
160-62722365,PEN,HKG, Delivered, 14 Jul
160-62722306,PEN,HKG, Delivered, 10 Jul
160-62722236,PEN,HKG, Delivered, 29 Jul
160-62722203,PEN,HKG, Delivered, 29 Jul
160-62722181,PEN,HKG, Delivered, 02 Aug
160-62722170,PEN,HKG, Delivered, 24 Jul
160-62722166,PEN,HKG, Delivered, 24 Jul
160-62722122,PEN,HKG, Freight on hand,LD392 19 Jul
160-62722096,PEN,HKG, Delivered, 20 Jul
160-62722085,PEN,HKG, Delivered, 20 Jul
160-62722074,PEN,HKG, Delivered, 19 Jul
160-62722063,PEN,HKG, Delivered, 17 Jul
160-62722052,PEN,HKG, Delivered, 15 Jul
160-62722041,,,,
160-62722004,PEN,HKG, Delivered, 16 Jul
160-62721982,PEN,HKG, Delivered, 17 Jul
160-62721971,PEN,HKG, Delivered, 16 Jul
160-62721945,PEN,HKG, Delivered, 16 Jul
160-62721923,PEN,HKG, Delivered, 14 Jul
160-62721912,PEN,HKG, Delivered, 09 Jul
160-62721886,PEN,HKG, Delivered, 07 Jul
160-62721864,PEN,HKG, Delivered, 09 Jul
160-62721831,PEN,HKG, Delivered, 09 Jul
160-62721820,PEN,HKG, Delivered, 14 Jul
160-62721783,PEN,HKG, Delivered, 13 Jul
160-62721761,PEN,HKG, Delivered, 15 Jul
160-62721724,PEN,HKG, Delivered, 08 Jul
160-62721680,PEN,HKG, Delivered, 02 Jul
160-62721643,PEN,HKG, Delivered, 03 Jul
160-62721610,PEN,HKG, Delivered, 02 Jul
160-62721595,PEN,HKG, Delivered, 02 Jul
160-62721470,PEN,HKG, Delivered, 08 Jul
160-62721444,PEN,HKG, Delivered, 02 Jul
160-62721433,PEN,HKG, Delivered, 04 Jul
160-62721400,PEN,HKG, Delivered, 01 Jul
160-62721385,PEN,HKG, Delivered, 04 Jul
160-62721374,PEN,HKG, Delivered, 02 Jul
160-62721352,PEN,HKG, Delivered, 01 Jul
160-62721304,PEN,HKG, Delivered, 10 Jul
160-62719672,LAX,HKG, Delivered, 07 Aug
160-62719591,LAX,HKG, Freight accepted at airport,CX083 07 Aug
160-62719580,LAX,HKG, Freight accepted at airport,CX2091 05 Aug
160-62719576,LAX,HKG, Freight accepted at airport,CX2093 04 Aug
160-62719565,LAX,HKG, Delivered, 02 Aug
160-62719554,LAX,HKG, Delivered, 30 Jul
160-62719440,LAX,HKG, Delivered, 02 Aug
160-62719436,LAX,HKG, Delivered, 02 Aug
160-62719425,LAX,HKG, Delivered, 02 Aug
160-62719414,LAX,HKG, Delivered, 02 Aug
160-62719403,LAX,HKG, Delivered, 02 Aug
160-62719392,LAX,HKG, Delivered, 25 Jul
160-62719381,LAX,HKG, Delivered, 19 Jul
160-62719370,LAX,HKG, Freight accepted at airport,CX083 25 Jul
160-62719366,LAX,HKG, Delivered, 27 Jul
160-62719355,LAX,HKG, Delivered, 27 Jul
160-62719344,LAX,HKG, Delivered, 27 Jul
160-62719333,LAX,HKG, Delivered, 18 Jul
160-62719322,LAX,HKG, Delivered, 17 Jul
160-62719311,LAX,HKG, Manifest received,CX2091 14 Jul
160-62719300,LAX,HKG, Delivered, 19 Jul
160-62719296,LAX,HKG, Delivered, 19 Jul
160-62719285,LAX,HKG, Delivered, 19 Jul
160-62719274,LAX,HKG, Delivered, 09 Jul
160-62719263,LAX,HKG, Delivered, 08 Jul
160-62719252,LAX,HKG, Manifest received,CX2091 14 Jul
160-62719241,LAX,HKG, Delivered, 19 Jul
160-62719230,LAX,HKG, Delivered, 11 Jul
160-62719226,LAX,HKG, Delivered, 11 Jul
160-62719215,LAX,HKG, Delivered, 11 Jul
160-62719204,LAX,HKG, Delivered, 11 Jul
160-62719193,LAX,HKG, Delivered, 05 Jul
160-62719005,LAX,HKG, Delivered, 05 Jul
160-62718946,SFO,HKG, Delivered, 05 Jul
160-62718935,SFO,HKG, Delivered, 02 Aug
160-62718924,SFO,HKG, Delivered, 27 Jul
160-62718913,SFO,HKG, Delivered, 19 Jul
160-62717432,MTY,PVG, Freight accepted at airport,CX097 05 Aug
160-62717336,GDL,HKG, Delivered, 16 Jul
160-62715774,IAD,PEK, Freight accepted at airport,CX085 07 Aug
160-62715763,IAD,CGK, Freight accepted at airport,CX3295 06 Aug
160-62714400,HAN,JFK, Freight accepted at airport,CX2048 07 Aug
160-62714396,HAN,JFK, Freight accepted at airport,CX2048 07 Aug
160-62714385,HAN,HKG, Delivered, 03 Aug
160-62714363,HAN,HKG, Delivered, 30 Jul
160-62708542,ZRH,HKG, Delivered, 19 Jul
160-62708483,SXB,HKG, Delivered, 16 Jul
160-62708354,HKG,LHR, Freight accepted at airport,CX251 05 Aug
160-62707341,HKG,LHR, Delivered, 23 Jul
160-62707186,HKG,LHR, Delivered, 14 Jul
160-62707153,HKG,LHR, Delivered, 25 Jul
160-62707142,HKG,LHR, Delivered, 18 Jul
160-62706501,HKG,LHR, Manifest received,CX251 28 Jun
160-62706081,HKG,LHR, Delivered, 06 Aug
160-62705716,HKG,LHR, Delivered, 05 Aug
160-62705694,HKG,LHR, Delivered, 22 Jul
160-62705495,HKG,LHR, Delivered, 14 Jul
160-62705484,HKG,LHR, Delivered, 14 Jul
160-62705381,HKG,LHR, Delivered, 13 Jul
160-62705344,HKG,LHR, Delivered, 21 Jul
160-62705333,HKG,LHR, Delivered, 04 Jul
160-62705230,HKG,LHR, Delivered, 30 Jul
160-62704040,HKG,LHR, Delivered, 03 Aug
160-62703981,HKG,LHR, Delivered, 28 Jul
160-62703970,HKG,LHR, Delivered, 25 Jul
160-62703944,HKG,LHR, Delivered, 06 Aug
160-62703933,HKG,LHR, Delivered, 16 Jul
160-62702426,HKG,LHR, Delivered, 08 Jul
160-62702382,HKG,LHR, Delivered, 06 Aug
160-62702312,HKG,LHR, Delivered, 23 Jul
160-62701656,HKG,LHR, Delivered, 21 Jul
160-62700982,HKG,LHR, Delivered, 28 Jul
160-62700680,HKG,LHR, Delivered, 28 Jul
160-62700665,HKG,LHR, Delivered, 16 Jul
160-62700654,HKG,LHR, Delivered, 20 Jul
160-62700643,HKG,LHR, Delivered, 07 Jul
160-62700632,HKG,LHR, Delivered, 02 Jul
160-62700584,HKG,LHR, Delivered, 02 Jul
160-62700573,HKG,LHR, Delivered, 25 Jul
160-62700304,HKG,LHR, Delivered, 04 Jul
160-62700293,HKG,LHR, Delivered, 18 Jul
160-62700186,HKG,LHR, Delivered, 30 Jul
160-62700131,HKG,LHR, Delivered, 09 Jul
160-62700120,HKG,LHR, Delivered, 23 Jul
160-62699932,HKG,LHR, Delivered, 16 Jul
160-62699803,HKG,LHR, Delivered, 01 Aug
160-62699792,HKG,LHR, Delivered, 15 Jul
160-62699696,HKG,LHR, Delivered, 22 Jul
160-62699674,HKG,LHR, Freight on hand,CX251 19 Jul
160-62699615,HKG,LHR, Departed,CX251 07 Aug
160-62699383,HKG,LHR, Freight on hand,CX251 15 Jul
160-62699173,HKG,LHR, Delivered, 20 Jul
160-62698790,HKG,LHR, Freight on hand,CX251 12 Jul
160-62698602,HKG,LHR, Freight on hand,CX251 03 Aug
160-62698344,HKG,LHR, Delivered, 24 Jul
160-62698156,HKG,LHR, Delivered, 28 Jul
160-62698086,HKG,LHR, Delivered, 27 Jul
160-62698064,HKG,LHR, Delivered, 21 Jul
160-62698053,,,,
160-62698042,HKG,LHR, Delivered, 18 Jul
160-62697950,HKG,LHR, Delivered, 07 Jul
160-62697902,HKG,LHR, Delivered, 01 Aug
160-62697843,HKG,LHR, Delivered, 27 Jul
160-62697795,HKG,LHR, Delivered, 27 Jul
160-62697670,HKG,LHR, Freight on hand,CX251 31 Jul
160-62697611,HKG,LHR, Delivered, 21 Jul
160-62697600,HKG,LHR, Delivered, 29 Jul
160-62697585,HKG,LHR, Delivered, 21 Jul
160-62697412,HKG,LHR, Delivered, 20 Jul
160-62697401,HKG,LHR, Delivered, 11 Jul
160-62697320,HKG,LHR, Delivered, 07 Jul
160-62697143,HKG,LHR, Delivered, 25 Jul
160-62697132,HKG,LHR, Delivered, 01 Aug
160-62696653,CDG,HKG, Delivered, 30 Jul
160-62696631,CDG,HKG, Delivered, 16 Jul
160-62696616,FUK,HKG, Delivered, 04 Aug
160-62696561,FUK,HKG, Delivered, 06 Aug
160-62696524,FUK,HKG, Delivered, 05 Aug
160-62696476,FUK,HKG, Delivered, 04 Aug
160-62696395,FUK,HKG, Delivered, 05 Aug
160-62696384,FUK,HKG, Delivered, 03 Aug
160-62696340,FUK,HKG, Delivered, 21 Jul
160-62696303,FUK,HKG, Delivered, 16 Jul
160-62696292,FUK,HKG, Delivered, 14 Jul
160-62696266,FUK,HKG, Delivered, 28 Jul
160-62696222,FUK,HKG, Delivered, 14 Jul
160-62696211,FUK,HKG, Delivered, 30 Jul
160-62696200,FUK,HKG, Delivered, 28 Jul
160-62696196,FUK,HKG, Delivered, 23 Jul
160-62696185,FUK,HKG, Delivered, 21 Jul
160-62696174,FUK,HKG, Delivered, 16 Jul
160-62696163,FUK,HKG, Delivered, 14 Jul
160-62696126,FUK,HKG, Delivered, 30 Jul
160-62696115,FUK,HKG, Delivered, 28 Jul
160-62696104,FUK,HKG, Delivered, 23 Jul
160-62696093,FUK,HKG, Delivered, 21 Jul
160-62696082,FUK,HKG, Delivered, 16 Jul
160-62696071,FUK,HKG, Delivered, 14 Jul
160-62696060,FUK,HKG, Delivered, 09 Jul
160-62696056,FUK,HKG, Delivered, 07 Jul
